"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_Galan","mean_Female_Galan","mean_other_Galan","sd_Male_Galan","sd_Female_Galan","sd_other_Galan","mean_Fruits_galan","mean_Seeds_galan","mean_Leaves_galan","mean_Flowers_galan","mean_Animal_galan","sd_Fruits_galan","sd_Seeds_galan","sd_Leaves_galan","sd_Flowers_galan","sd_Animals_galan","IVSO_prop","IVSOint","superfamily"
"618","pop","Otolemur_garnettii","Northern Greater Galago","Gedi, Kenya","Forest",0,1,"closed",1,"Nocturnal",NA,NA,6,7,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,1,"none","solitary","solitary",1,"solitary_groups","one","none","AR",0.794,0.734,0.76,NA,NA,NA,20,NA,NA,NA,6,NA,NA,NA,NA,NA,0,0,"Lorisoidea"
"619","pop","Otolemur_garnettii","Northern Greater Galago","Diani, Kenya","Forest",0,1,"closed",1,"Nocturnal",NA,NA,8,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"wp","solitary","solitary",0.666666667,"solitary_groups","one","none","AR",0.794,0.734,0.76,NA,NA,NA,20,NA,NA,NA,6,NA,NA,NA,NA,NA,0.333333333,1,"Lorisoidea"
"622","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Lake Tumba, Zaire","Forest_Wetland",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"groups","one","none","BOTH",45,33.2,NA,NA,NA,NA,49,9,21,6,NA,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"623","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Wamba, Zaire","Forest_Wetland",0,1,"closed",2,"Diurnal",4,NA,NA,NA,NA,NA,NA,NA,2,142,1,NA,NA,NA,NA,NA,NA,144,6,"wp","FFMM","FFMM",0.986111111,"groups","ff","yes","BOTH",45,33.2,NA,NA,NA,NA,49,9,21,6,NA,NA,NA,NA,NA,NA,0.013888889,2,"Hominoidea"
"624","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Yalosidi, Zaire","Forest_Wetland",0,1,"closed",2,"Diurnal",6,1,NA,NA,NA,NA,NA,9,2,17,1,3,1,NA,NA,1,NA,29,2,"wp","FFMM","FFMM",0.586206897,"groups","one","none","BOTH",45,33.2,NA,NA,NA,NA,49,9,21,6,NA,NA,NA,NA,NA,NA,0.413793103,11,"Hominoidea"
"625","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Lomako Forest, Congo","Forest_Wetland",0,1,"closed",2,"Diurnal",1,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","FFMM","FFMM",1,"groups","ff","none","BOTH",45,33.2,NA,NA,NA,NA,49,9,21,6,NA,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"626","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Lui Kotale, Congo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",45,33.2,NA,NA,NA,NA,49,9,21,6,NA,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"627","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Hali-Hali, Congo","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",45,33.2,NA,NA,NA,NA,49,9,21,6,NA,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"629","pop","Pan_troglodytes","Chimpanzee","Taï National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,4,"wp","FFMM","FFMM",0.8,"groups","ff","yes","BOTH",60,47.4,53.7,NA,NA,NA,60.7,NA,10.8,1.1,1.8,NA,NA,NA,NA,NA,0.2,0,"Hominoidea"
"630","pop","Pan_troglodytes","Chimpanzee","Kibale National Park, Uganda","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,7,"none","FFMM","FFMM",1,"groups","ff","none","BOTH",60,47.4,53.7,NA,NA,NA,60.7,NA,10.8,1.1,1.8,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"631","pop","Pan_troglodytes","Chimpanzee","Kahuzi-Biega National Park, Congo","Forest",0,1,"closed",1,"Diurnal",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",60,47.4,53.7,NA,NA,NA,60.7,NA,10.8,1.1,1.8,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"632","pop","Pan_troglodytes","Chimpanzee","Mahale Mountains, Tanzania","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,7,"none","FFMM","FFMM",1,"groups","ff","yes","BOTH",60,47.4,53.7,NA,NA,NA,60.7,NA,10.8,1.1,1.8,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"633","pop","Pan_troglodytes","Chimpanzee","Gombe National Park, Tanzania","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,5,"none","FFMM","FFMM",1,"groups","one","none","BOTH",60,47.4,53.7,NA,NA,NA,60.7,NA,10.8,1.1,1.8,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"634","pop","Pan_troglodytes","Chimpanzee","Bossou, Guinea","Artificial_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,4,2,"wp","MFF","FFMM",0.5,"groups","ff","yes","BOTH",60,47.4,53.7,NA,NA,NA,60.7,NA,10.8,1.1,1.8,NA,NA,NA,NA,NA,0.5,2,"Hominoidea"
"635","pop","Pan_troglodytes","Chimpanzee","Budongo Forest, Uganda","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",60,47.4,53.7,NA,NA,NA,60.7,NA,10.8,1.1,1.8,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"636","pop","Pan_troglodytes","Chimpanzee","Gashaka-Gumti National Park, Nigeria","Forest",0,1,"closed",1,"Diurnal",NA,NA,5,8,5,2,NA,2,NA,2,2,3,2,NA,NA,NA,NA,13,1,"wp","solitary","solitary",0.384615385,"solitary_groups","ff","none","BOTH",60,47.4,53.7,NA,NA,NA,60.7,NA,10.8,1.1,1.8,NA,NA,NA,NA,NA,0.615384615,7,"Hominoidea"
"638","pop","Papio_anubis","Olive baboon","Laikipia Plateau, Kenya","Woodland_Grassland_Rocky",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,4,"none","FFMM","FFMM",1,"groups","one","none","BOTH",21.1,12.2,NA,NA,NA,NA,46,4,7,NA,1,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"639","pop","Papio_anubis","Olive baboon","Awash National Park, Ethiopia","Savanna_Forest",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","BOTH",21.1,12.2,NA,NA,NA,NA,46,4,7,NA,1,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"640","pop","Papio_anubis","Olive baboon","Gilgil, Kenya","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","BOTH",21.1,12.2,NA,NA,NA,NA,46,4,7,NA,1,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"641","pop","Papio_anubis","Olive baboon","Masai Mara National Park, Kenya","Woodland_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","BOTH",21.1,12.2,NA,NA,NA,NA,46,4,7,NA,1,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"642","pop","Papio_anubis","Olive baboon","Gombe Stream National Park, Tanzania","Wetland_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,8,3,"wp","FFMM","FFMM",0.875,"groups","ff","none","BOTH",21.1,12.2,NA,NA,NA,NA,46,4,7,NA,1,NA,NA,NA,NA,NA,0.125,1,"Cercopithecoidea"
"643","pop","Papio_anubis","Olive baboon","Gashaka-Gumti National Park, Nigeria","Grassland_Forest",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"none","MFF","MFF",1,"groups","one","none","BOTH",21.1,12.2,NA,NA,NA,NA,46,4,7,NA,1,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"645","pop","Papio_cynocephalus","Yellow baboon","Gilgil, Kenya","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ff","none","T",21.8,12.3,17.05,NA,NA,NA,10.1,14.7,12.5,3.6,2,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"646","pop","Papio_cynocephalus","Yellow baboon","Okavango Delta, Botsowana","Grassland_Wetland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","T",21.8,12.3,17.05,NA,NA,NA,10.1,14.7,12.5,3.6,2,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"647","pop","Papio_cynocephalus","Yellow baboon","Natal Drakensberg, South Africa","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,1,"none","FFMM","FFMM",1,"groups","ff","none","T",21.8,12.3,17.05,NA,NA,NA,10.1,14.7,12.5,3.6,2,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"648","pop","Papio_cynocephalus","Yellow baboon","Mikumi National Park, Tanzania","Wetland_Grassland_Woodland_Forest",1,1,"both",4,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FFMM","FFMM",0.666666667,"groups","one","none","T",21.8,12.3,17.05,NA,NA,NA,10.1,14.7,12.5,3.6,2,NA,NA,NA,NA,NA,0.333333333,0,"Cercopithecoidea"
"649","pop","Papio_cynocephalus","Yellow baboon","Amboseli National Park, Kenya","Grassland_Wetland_Savanna",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,12,NA,NA,NA,NA,NA,NA,NA,14,10,"wp","FFMM","FFMM",0.857142857,"groups","one","none","T",21.8,12.3,17.05,NA,NA,NA,10.1,14.7,12.5,3.6,2,NA,NA,NA,NA,NA,0.142857143,2,"Cercopithecoidea"
"650","pop","Papio_cynocephalus","Yellow baboon","Ruhaha National Park, Tanzania","Savanna",1,0,"open",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,2,"none","FFMM","FFMM",1,"groups","one","none","T",21.8,12.3,17.05,NA,NA,NA,10.1,14.7,12.5,3.6,2,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"652","pop","Papio_hamadryas","Hamadryas baboon","Taif City, Saudi Arabia","Woodland_Rocky_Artificial",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","ml","none","T",16.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"653","pop","Papio_hamadryas","Hamadryas baboon","Awash National Park, Filoha site, Ethiopia","Savanna_Forest",1,1,"both",2,"Diurnal",26,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,8,4,"wp","MFF","FFMM",0.5,"groups","ml","none","T",16.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,4,"Cercopithecoidea"
"654","pop","Papio_hamadryas","Hamadryas baboon","Central Eritrea","Rocky",1,0,"open",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","ml","none","T",16.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"657","pop","Papio_papio","Guinea baboon","Niokolo Koba National Park, Senegal","Shrubland_Savanna_Forest_Grassland",1,1,"both",4,"Diurnal",16,NA,NA,NA,NA,NA,NA,65,NA,177,3,2,2,NA,NA,1,NA,244,5,"wp","FFMM","FFMM",0.725409836,"groups","both","none","T",23,12,NA,NA,NA,NA,60,17,NA,NA,1.2,NA,NA,NA,NA,NA,0.274590164,67,"Cercopithecoidea"
"658","pop","Papio_papio","Guinea baboon","Moremi Game Reserve, Botsowana","Wetland_Grassland_Forest",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ml","none","T",23,12,NA,NA,NA,NA,60,17,NA,NA,1.2,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"660","pop","Papio_ursinus","Chacma baboon","Kuiseb, Namib desert","Shrubland_Desert_Wetland_Forest",1,1,"both",4,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,2,"none","FFMM","FFMM",1,"groups","one","none","T",29.8,14.8,NA,NA,NA,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"661","pop","Papio_ursinus","Chacma baboon","Mkuzi Game Reserve, Zululand, South-Africa","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,"none","FFMM","FFMM",1,"groups","one","none","T",29.8,14.8,NA,NA,NA,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"662","pop","Papio_ursinus","Chacma baboon","Wildcliff Nature Reserve, Western Cape, South Africa","Rocky_Forest_Grassland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","T",29.8,14.8,NA,NA,NA,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"663","pop","Papio_ursinus","Chacma baboon","Honnet Nature Reserve, South Africa","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","T",29.8,14.8,NA,NA,NA,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"664","pop","Papio_ursinus","Chacma baboon","Okavango Delta, Botsowana","Wetland",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,3,"none","FFMM","FFMM",1,"groups","one","none","T",29.8,14.8,NA,NA,NA,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"665","pop","Papio_ursinus","Chacma baboon","Moremi Game Reserve, Botsowana","Wetland_Grassland_Forest",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,10,2,"wp","FFMM","FFMM",0.9,"groups","one","none","T",29.8,14.8,NA,NA,NA,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0.1,0,"Cercopithecoidea"
"666","pop","Papio_ursinus","Chacma baboon","Tsaobis Leopard Park, Namibia","Rocky_Grassland_Shrubland",1,0,"open",3,"Diurnal",2,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,2,"wp","FFMM","FFMM",0.8,"groups","one","none","T",29.8,14.8,NA,NA,NA,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0.2,0,"Cercopithecoidea"
"667","pop","Papio_ursinus","Chacma baboon","Natal Drakensberg, South Africa","Grassland_Rocky",1,0,"open",2,"Diurnal",2,NA,NA,NA,NA,NA,NA,4,NA,24,NA,NA,NA,NA,NA,NA,NA,28,4,"wp","FFMM","FFMM",0.857142857,"groups","one","none","T",29.8,14.8,NA,NA,NA,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0.142857143,4,"Cercopithecoidea"
"669","pop","Perodicticus_potto","Central Potto","Gabon","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,96,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,"wp","solitary","solitary",0.96969697,"solitary","one","none","AR",0.83,0.836,0.83,NA,NA,NA,65,NA,4,NA,10,NA,NA,NA,NA,NA,0.03030303,2,"Lorisoidea"
"670","pop","Perodicticus_potto","Central Potto","Bakossiland, Cameroon","Forest",0,1,"closed",1,"Nocturnal",NA,NA,6,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","solitary","solitary",0.5,"solitary_groups","one","none","AR",0.83,0.836,0.83,NA,NA,NA,65,NA,4,NA,10,NA,NA,NA,NA,NA,0.5,4,"Lorisoidea"
"673","pop","Phaner_furcifer","Masoala Fork-Marked Lemur","Kirindy Forest, Western Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,1,1,1,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,13,1,"wp","MF","MF",0.846153846,"solitary","one","none","AR",0.328,0.351,200.17,NA,NA,282.6022962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153846154,2,"Lemuroidea"
"677","pop","Procolobus_badius","Upper Guinea Red Colobus / Red Colobus monkey","Taï National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",8.3,8.2,NA,NA,NA,NA,6,NA,52,16,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"678","pop","Procolobus_badius","Upper Guinea Red Colobus / Red Colobus monkey","Kibale Forest, Uganda","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",8.3,8.2,NA,NA,NA,NA,6,NA,52,16,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"683","pop","Procolobus_kirkii","Kirk's Red Colobus","Unguja Island, Zanzibar","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,18,NA,NA,NA,NA,NA,NA,NA,20,1,"wp","FFMM","FFMM",0.9,"groups","one","none","AR",7,6.8,6.9,NA,NA,NA,14.4,0.94,58.665,5.165,NA,NA,NA,NA,NA,NA,0.1,1,"Cercopithecoidea"
"685","pop","Procolobus_rufomitratus","Oustalet's Red Colobus","Badane, Central African Empire","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",12.5,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"689","pop","Procolobus_rufomitratus","Tana River Red Colobus","Tana River, Kenya","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",NA,NA,9,NA,NA,NA,24,NA,62,16.5,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"695","pop","Pithecia_aequatorialis","Equatorial Saki","Rio Itaya Basin, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,20,NA,5,3,3,NA,NA,NA,NA,NA,NA,NA,31,1,"wp","MF","MF",0.64516129,"groups","one","none","AR",NA,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35483871,11,"Ceboidea"
"696","pop","Pithecia_aequatorialis","Equatorial Saki","Tiputini Biodiversity Station, Ecuador","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,4,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,13,2,"wp","MF","MFF",0.307692308,"groups","one","none","AR",NA,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692307692,8,"Ceboidea"
"699","pop","Pithecia_chrysocephala","Golden-faced Saki","Colosso forest, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",1.9,1.9,NA,NA,NA,NA,76.25,48.2,11,16,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"701","pop","Pithecia_irrorata","Gray's Bald-faced Saki","Madre de Dios region, Peru","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MFF","MFF",0.6,"groups","one","none","AR",2.25,2.07,2.16,NA,NA,NA,15,NA,1.5,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Ceboidea"
"705","pop","Pithecia_pithecia","White-faced Saki","Brownsberg Naturepark, Suriname","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"wp","MFF","MFF",0.666666667,"groups"," ","none","AR",1.94,1.58,1.76,NA,NA,NA,60,33.3,0,6.7,NA,NA,NA,NA,NA,NA,0.333333333,1,"Ceboidea"
"706","pop","Pithecia_pithecia","White-faced Saki","Petit Saut hydroelectric dam, French Guiana","Wetland_Forest_Artificial",0,1,"closed",3,"Diurnal",NA,NA,NA,NA,NA,17,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,19,1,"wp","MF","MF",0.894736842,"groups"," ","none","AR",1.94,1.58,1.76,NA,NA,NA,60,33.3,0,6.7,NA,NA,NA,NA,NA,NA,0.105263158,2,"Ceboidea"
"707","pop","Pithecia_pithecia","White-faced Saki","Round Island, Venezuela","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,4,2,"wp","FFMM","FFMM",0.5,"groups"," ","none","AR",1.94,1.58,1.76,NA,NA,NA,60,33.3,0,6.7,NA,NA,NA,NA,NA,NA,0.5,2,"Ceboidea"
"717","pop","Callicebus_discolor","Red-crowned Titi Monkey","Tiputini Biodiversity Station, Ecuador","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,10,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,13,2,"wp","MF","MF",0.769230769,"groups","one","none","AR",0.93,1.08,1.01,NA,NA,NA,63,NA,31,6,NA,NA,NA,NA,NA,NA,0.230769231,3,"Ceboidea"
"724","pop","Callicebus_oenanthe","Andean Titi Monkey","Moyobamba, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",NA,NA,0.8,NA,NA,NA,64,1.3,11.33,4,22,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"730","pop","Pongo_pygmaeus","Western Bornean Orangutan","Tanjung Puting, Borneo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,64,113,64,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,67,1,"wp","solitary","solitary",0.955223881,"solitary_groups","one","none","AR",78.5,35.8,NA,NA,NA,NA,60.9,NA,22.2,NA,NA,NA,NA,NA,NA,NA,0.044776119,2,"Hominoidea"
"734","pop","Presbytis_comata","Grizzled Langur","Java Island,Indonesia","Forest_Rocky_Artificial",1,1,"both",3,"Diurnal",1,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"wp","MF","MF",0.571428571,"groups","one","none","AR",6.68,6.71,6.7,NA,NA,NA,6,2,69,17,NA,NA,NA,NA,NA,NA,0.428571429,3,"Cercopithecoidea"
"735","pop","Presbytis_comata","Grizzled Langur","Mount Dieng, Java Island","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MF","MFF",0.5,"groups","one","none","AR",6.68,6.71,6.7,NA,NA,NA,6,2,69,17,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"738","pop","Presbytis_frontata","White-fronted Langur","Mount Dieng, Java Island","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",5.56,5.67,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"740","pop","Presbytis_hosei","Hose's Langur","Wehea Forest, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","MF","MF",0.666666667,"groups","one","none","AR",6.18,5.63,5.9,NA,NA,NA,25,16.7,70,NA,NA,NA,NA,NA,NA,NA,0.333333333,0,"Cercopithecoidea"
