"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_Galan","mean_Female_Galan","mean_other_Galan","sd_Male_Galan","sd_Female_Galan","sd_other_Galan","mean_Fruits_galan","mean_Seeds_galan","mean_Leaves_galan","mean_Flowers_galan","mean_Animal_galan","sd_Fruits_galan","sd_Seeds_galan","sd_Leaves_galan","sd_Flowers_galan","sd_Animals_galan","IVSO_prop","IVSOint","superfamily"
"859","pop","Semnopithecus_ajax","Himalayan/Kashmir Grey Langur","Machiara National Park, Pakistan","Forest_Shrubland_Grassland",1,1,"both",3,"Diurnal",4,NA,NA,NA,NA,NA,NA,2,NA,7,NA,1,NA,NA,NA,NA,NA,9,1,"wp","FFMM","FFMM",0.777777778,"groups","one","none","BOTH",20.15,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222,1,"Cercopithecoidea"
"863","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Rajasthan, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,"none","MFF","MFF",1,"groups","one","yes","T",13,9.89,11.44,NA,NA,NA,NA,NA,39,9,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"864","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Ramnagar, Nepal","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,8,NA,14,NA,NA,NA,NA,NA,NA,NA,22,3,"wp","FFMM","FFMM",0.636363636,"groups","one","yes","T",13,9.89,11.44,NA,NA,NA,NA,NA,39,9,NA,NA,NA,NA,NA,NA,0.363636364,8,"Cercopithecoidea"
"865","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Shimla, Himachal Padresh","Artificial",0,0,"",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,4,1,"wp","FFMM","FFMM",0.75,"groups","one","none","T",13,9.89,11.44,NA,NA,NA,NA,NA,39,9,NA,NA,NA,NA,NA,NA,0.25,1,"Cercopithecoidea"
"866","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Jodhpur, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,"none","MFF","MFF",1,"groups","one","yes","T",13,9.89,11.44,NA,NA,NA,NA,NA,39,9,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"867","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Ghats, India","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","T",13,9.89,11.44,NA,NA,NA,NA,NA,39,9,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"868","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Jessore, Bangladesh","Shrubland_Artificial_Grassland",1,0,"open",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,7,1,"wp","FFMM","FFMM",0.857142857,"groups","one","none","T",13,9.89,11.44,NA,NA,NA,NA,NA,39,9,NA,NA,NA,NA,NA,NA,0.142857143,1,"Cercopithecoidea"
"871","pop","Semnopithecus_hypoleucos","Black-Footed Grey Langur","Gerusoppa, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"none","MFF","MFF",1,"groups","one","none","BOTH",14.75,11.45,13.1,NA,NA,NA,29,NA,58,7,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"874","pop","Semnopithecus_schistaceus","Nepal Grey langur","Ramnagar, Nepal","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,6,3,"wp","FFMM","FFMM",0.833333333,"groups","one","none","BOTH",19.2,14.8,17,NA,NA,NA,20,NA,56.5,8.5,1.7,NA,NA,NA,NA,NA,0.166666667,1,"Cercopithecoidea"
"876","pop","Simias_concolor","Pig-tailed Langur / Simakobu Monkey","Pagai Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",4,NA,NA,NA,NA,9,NA,10,NA,1,NA,1,NA,NA,NA,NA,NA,20,1,"wp","MFF","MFF",0.5,"groups","one","none","AR",9.15,6.8,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,10,"Cercopithecoidea"
"877","pop","Simias_concolor","Pig-tailed Langur / Simakobu Monkey","Mentawai Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"none","MFF","MFF",1,"groups","one","yes","AR",9.15,6.8,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"878","pop","Simias_concolor","Pig-tailed Langur / Simakobu Monkey","Siberut Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,"wp","MFF","MFF",0.888888889,"groups","one","yes","AR",9.15,6.8,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111111111,0,"Cercopithecoidea"
"880","pop","Symphalangus_syndactylus","Siamang","Ketambe Research Station, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"none","MF","MF",1,"groups","one","yes","AR",11.9,10.7,11.3,NA,NA,NA,55.5,NA,32.3,12,0.01,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"881","pop","Symphalangus_syndactylus","Siamang","Pahang, Malaysia","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"none","MF","MF",1,"groups","one","none","AR",11.9,10.7,11.3,NA,NA,NA,55.5,NA,32.3,12,0.01,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"882","pop","Symphalangus_syndactylus","Siamang","Bukit Barisan Selatan National Park, Sumatra, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,18,NA,20,8,NA,NA,NA,NA,NA,NA,NA,NA,46,4,"wp","MFF","MFF",0.434782609,"groups","one","yes","AR",11.9,10.7,11.3,NA,NA,NA,55.5,NA,32.3,12,0.01,NA,NA,NA,NA,NA,0.565217391,25,"Hominoidea"
"884","pop","Tarsius_bancanus","Western Tarsier","Sabah, Borneo","Forest",0,1,"closed",1,"Nocturnal",NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","solitary","solitary",1,"solitary","one","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"887","pop","Tarsius_lariang","Lariang Tarsier","Lore Lindu National Park, Indonesia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"none","MF","MF",1,"groups","one","none","AR",0.118,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"890","pop","Tarsius_pumilus","Sulawesi Mountain/Pygmy Tariser","Lore Lindu National Park, Indonesia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FMM","FMM",1,"groups","one","none","AR",0.0491,0.052,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"892","pop","Tarsius_sangirensis","Great Sangihe Tarsier","Sangihe Island","Forest_Artificial_Grassland_Wetland",1,1,"both",4,"Nocturnal",NA,NA,1,1,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MF","MF",0.6,"solitary_groups","one","none","AR",0.135,0.15,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Tarsioidea"
"894","pop","Tarsius_syrichta","Philippine Tarsier","Bohol Island, Philippine","Forest_Rocky",1,1,"both",2,"Nocturnal",NA,NA,5,8,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"wp","solitary","solitary",0.833333333,"solitary_groups","one","none","AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,1,"Tarsioidea"
"895","pop","Tarsius_syrichta","Philippine Tarsier","Leyte Island, Philippine","Forest",0,1,"closed",1,"Nocturnal",NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","solitary","solitary",1,"solitary","one","none","AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"897","pop","Tarsius_tarsier","Spectral/Selayar Tarsier","Tangkoko Nature Reserve, Indonesia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,34,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,42,4,"wp","MF","MF",0.80952381,"groups","one","none","AR",0.126,0.119,0.122,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,0.19047619,7,"Tarsioidea"
"901","pop","Theropithecus_gelada","Gelada Baboon","Simien Mountain National Park, Ethiopia","Grassland",1,0,"open",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,9,NA,6,NA,NA,NA,NA,NA,NA,NA,15,5,"wp","MFF","MFF",0.6,"groups","ml","none","T",19,11.7,NA,NA,NA,NA,NA,NA,94.6,NA,2.8,NA,NA,NA,NA,NA,0.4,6,"Cercopithecoidea"
"902","pop","Theropithecus_gelada","Gelada Baboon","Arsi, Ethiopia","Grassland_Shrubland_Artificial_Rocky",1,0,"open",4,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","ml","none","T",19,11.7,NA,NA,NA,NA,NA,NA,94.6,NA,2.8,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"903","pop","Theropithecus_gelada","Gelada Baboon","Gado Goro, Ethiopia","Grassland_Wetland",1,1,"both",2,"Diurnal",1,NA,NA,NA,NA,2,NA,17,1,2,NA,NA,NA,NA,NA,NA,NA,22,1,"wp","MFF","MFF",0.772727273,"groups","ml","none","T",19,11.7,NA,NA,NA,NA,NA,NA,94.6,NA,2.8,NA,NA,NA,NA,NA,0.227272727,4,"Cercopithecoidea"
"905","pop","Trachypithecus_auratus","Javan Lutung","Pangandaran Nature Reserve, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"none","MFF","MFF",1,"groups","one","none","AR",7.1,NA,NA,NA,NA,NA,13.4,4,64.2,16.4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"906","pop","Trachypithecus_auratus","Javan Lutung","Bromo Tengger Semeru National Park, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,2,"none","FFMM","FFMM",1,"groups","one","none","AR",7.1,NA,NA,NA,NA,NA,13.4,4,64.2,16.4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"909","pop","Trachypithecus_cristatus","Silvered leaf Monkey","Klang, Malaya","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",6.72,5.78,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"912","pop","Trachypithecus_francoisi","François' Langur","Nonggang Nature Reserve, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,5,3,"wp","FFMM","FFMM",0.6,"groups","ff","yes","BOTH",7.7,7.35,7.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Cercopithecoidea"
"913","pop","Trachypithecus_francoisi","François' Langur","Fusui Reserve, China","Forest_Rocky",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"none","MFF","MFF",1,"groups","one","none","BOTH",7.7,7.35,7.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"915","pop","Trachypithecus_geei","Golden Langur","Ripu Reserve Forest, Inda","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,10,1,"none","MFF","MFF",0.8,"groups","one","none","AR",10.8,9.5,10.15,NA,NA,NA,21,NA,44,6,NA,NA,NA,NA,NA,NA,0.2,1,"Cercopithecoidea"
"917","pop","Trachypithecus_germaini","Germain's Langur","Nui To Mountain, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","yes","AR",NA,NA,8.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"918","pop","Trachypithecus_germaini","Germain's Langur","Dong Phou Vieng National Protected Area, Lao PDR","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",NA,NA,8.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"921","pop","Trachypithecus_johnii","Nilgiri Langur","Parimbukulam Tiger reserve, India","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MFF","MFF",1,"groups","one","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"922","pop","Trachypithecus_johnii","Nilgiri Langur","Nelliyampathy Reserve Forest, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"none","MFF","MFF",1,"groups","one","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"923","pop","Trachypithecus_johnii","Nilgiri Langur","Silent Valley Natonal Park, India","Forest",0,1,"closed",1,"Diurnal",8,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,12,1,"none","FFMM","FFMM",1,"groups","one","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"926","pop","Trachypithecus_obscurus","Dusky/Spectacled Leaf Monkey","Penang, Malaysia","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","MFF","MFF",0.666666667,"groups","one","none","AR",7.77,6.22,6.99,NA,NA,NA,38,3,58,51,NA,NA,NA,NA,NA,NA,0.333333333,0,"Cercopithecoidea"
"927","pop","Trachypithecus_obscurus","Dusky/Spectacled Leaf Monkey","Bangi Permanent Forest Reserve, Malaysia","Forest_Artificial",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",7.77,6.22,6.99,NA,NA,NA,38,3,58,51,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"929","pop","Trachypithecus_phayrei","Phayre's leaf Monkey","Phu Khieo Wildlife Sanctuary, Thailand","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,10,NA,8,NA,NA,NA,NA,NA,NA,NA,18,5,"wp","MFF","MFF",0.555555556,"groups","one","yes","AR",7.93,6.95,7.44,NA,NA,NA,24.4,NA,58.4,NA,NA,NA,NA,NA,NA,NA,0.444444444,7,"Cercopithecoidea"
"931","pop","Trachypithecus_pileatus","Capped Langur","Pakhui Wildlife Sanctuary","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,"wp","MFF","MFF",0.75,"groups","one","none","AR",12,9.86,10.93,NA,NA,NA,27.9,NA,39.6,18.9,NA,NA,NA,NA,NA,NA,0.25,1,"Cercopithecoidea"
"933","pop","Trachypithecus_poliocephalus","Cat Ba Langur","Cua Dong, Cat Ba Island","Forest_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,6,2,"wp","MFF","MFF",0.833333333,"groups","one","none","BOTH",8.75,7.35,7.6,NA,NA,0.636396103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,1,"Cercopithecoidea"
"934","pop","Trachypithecus_poliocephalus","Cat Ba Langur","Fusui Reserve, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,10,NA,1,NA,1,NA,NA,NA,NA,NA,11,1,"wp","MFF","MFF",0.909090909,"groups","one","yes","BOTH",8.75,7.35,7.6,NA,NA,0.636396103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090909091,1,"Cercopithecoidea"
"935","pop","Trachypithecus_poliocephalus","Cat Ba Langur","Guangxi, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,32,NA,3,NA,2,NA,NA,NA,NA,NA,35,4,"wp","MFF","MFF",0.914285714,"groups","one","yes","BOTH",8.75,7.35,7.6,NA,NA,0.636396103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085714286,3,"Cercopithecoidea"
"937","pop","Trachypithecus_shortridgei","Shortridge's capped Langur","Dulongjiang Valley, China","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"none","MFF","MFF",1,"groups","one","none","AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"939","pop","Trachypithecus_vetulus","Purple-faced Leaf Monkey","Kaludiyapokuna forest reserve, Sri Lanka","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups"," ","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"940","pop","Trachypithecus_vetulus","Purple-faced Leaf Monkey","Talangama Wetlands, Sri Lanka","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","FFMM","FFMM",0.6,"groups"," ","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Cercopithecoidea"
"943","pop","Varecia_variegata","Black-and-white Ruffed Lemur","Nosy Mangabe, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.63,3.52,3.55,NA,NA,0.042426407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
